8,5,1.644601583480835
8,10,2.2011537551879883
8,15,3.1016945838928223
8,20,2.903231143951416
8,25,2.8803374767303467
8,30,2.387646198272705
8,35,1.6685712337493896
8,40,2.3139119148254395
8,45,5.950655937194824
8,50,2.3806605339050293
16,5,2.6868557929992676
16,10,4.113039016723633
16,15,5.5152904987335205
16,20,6.670155048370361
16,25,7.798173904418945
16,30,6.213419675827026
16,35,7.89889669418335
16,40,8.721707820892334
16,45,5.120331764221191
16,50,13.248601913452148
24,5,3.8377742767333984
24,10,5.84839653968811
24,15,7.815130233764648
24,20,9.070749759674072
24,25,11.162179470062256
24,30,11.320697784423828
24,35,14.12820315361023
24,40,14.183054685592651
24,45,8.770577907562256
24,50,16.321366786956787
32,5,4.9417760372161865
32,10,7.173846006393433
32,15,9.717990398406982
32,20,12.883574724197388
32,25,14.535106897354126
32,30,16.20165205001831
32,35,17.646784782409668
32,40,13.323397159576416
32,45,22.355189323425293
32,50,14.99487590789795
40,5,6.0807719230651855
40,10,8.963049173355103
40,15,11.648864507675171
40,20,14.725602626800537
40,25,17.182053089141846
40,30,19.51080060005188
40,35,22.740204334259033
40,40,19.192634105682373
40,45,19.299408197402954
40,50,20.099269151687622
48,5,7.152904033660889
48,10,10.61165475845337
48,15,13.832995891571045
48,20,17.243908405303955
48,25,20.33561062812805
48,30,23.569941997528076
48,35,27.853978395462036
48,40,25.38009738922119
48,45,27.504414081573486
48,50,37.27232575416565
56,5,8.735628128051758
56,10,12.61976957321167
56,15,16.472970247268677
56,20,20.478212118148804
56,25,24.68101191520691
56,30,27.975926637649536
56,35,29.954877138137817
56,40,35.14197635650635
56,45,38.380805015563965
56,50,25.021097898483276
64,5,9.755898475646973
64,10,13.778138875961304
64,15,18.15146255493164
64,20,22.547247171401978
64,25,26.597840070724487
64,30,30.45555877685547
64,35,35.676589012145996
64,40,39.59709572792053
64,45,44.6495726108551
64,50,49.7937695980072
