8,5,0.7797155173868745
8,10,0.7813165104337919
8,15,0.7793870613386651
8,20,0.782710408189098
8,25,0.7754428266528387
8,30,0.7804473135121409
8,35,0.777030316233061
8,40,0.7770234931305743
8,45,0.8048210563132309
8,50,0.776953397811052
16,5,0.8251950812062271
16,10,0.8436896849879337
16,15,0.8402318902848416
16,20,0.833572016023286
16,25,0.8435516794427876
16,30,0.8388736911959653
16,35,0.8340354028292237
16,40,0.8436854864075852
16,45,0.8360737041248235
16,50,0.8339315545254297
24,5,0.8476958890442629
24,10,0.8570571489574631
24,15,0.8582243647036486
24,20,0.8552498797081595
24,25,0.8613269888750493
24,30,0.8456131174042866
24,35,0.8622164813390759
24,40,0.8644763530844882
24,45,0.8578091354366032
24,50,0.8618657233983263
32,5,0.8792240591816358
32,10,0.8787596982517387
32,15,0.8684329254624367
32,20,0.876768242455221
32,25,0.8701155731254059
32,30,0.8785437817216141
32,35,0.8818116712143786
32,40,0.8747607809924699
32,45,0.8797272585929051
32,50,0.8782320853286191
40,5,0.8885091392566006
40,10,0.8924549461604951
40,15,0.8903490962367401
40,20,0.8861342996500067
40,25,0.8921354030977336
40,30,0.8904037597178354
40,35,0.8921061937313169
40,40,0.8898105686124115
40,45,0.8883313484327964
40,50,0.8898613346754954
48,5,0.892951581082054
48,10,0.9024649932509409
48,15,0.8976708833765391
48,20,0.8963959685459916
48,25,0.8971111564046356
48,30,0.8994545029215285
48,35,0.9018846183984275
48,40,0.9021138222089164
48,45,0.901842216419421
48,50,0.897407923074589
56,5,0.906785823272612
56,10,0.9058690338636505
56,15,0.9064830762411722
56,20,0.9095605878373281
56,25,0.9071129935523139
56,30,0.9041219797766203
56,35,0.906554269935441
56,40,0.90395076437435
56,45,0.9054981185858778
56,50,0.9088745218189412
64,5,0.9080004339329079
64,10,0.9104834654958086
64,15,0.9083941219368142
64,20,0.9097646420325356
64,25,0.9126550845623301
64,30,0.9108412757681982
64,35,0.9155568671474149
64,40,0.9131850146430448
64,45,0.9131640227090579
64,50,0.9118347923905707
